ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-1.989,-12.867,-4.311,0.938,-1.047,-0.785,14.5,40.2,15.7,137909,2016-08-02 15:32:59:706
-1.989,-12.867,-4.311,0.938,-1.047,-0.785,10.9,43.7,5.0,138009,2016-08-02 15:32:59:806
1.453,-9.892,3.892,-1.595,1.016,1.31,10.9,43.7,5.0,138109,2016-08-02 15:32:59:906
1.453,-9.892,3.892,-1.595,1.016,1.31,10.1,44.6,0.4,138208,2016-08-02 15:33:00:005
3.247,-1.49,-0.117,0.992,2.969,-0.212,10.1,44.6,0.4,138311,2016-08-02 15:33:00:108
3.247,-1.49,-0.117,0.992,2.969,-0.212,13.0,41.4,7.4,138409,2016-08-02 15:33:00:206
6.259,-12.094,-2.5,-0.131,-0.325,-0.89,13.0,41.4,7.4,138510,2016-08-02 15:33:00:307
6.259,-12.094,-2.5,-0.131,-0.325,-0.89,16.8,38.0,17.5,138609,2016-08-02 15:33:00:406
-3.243,-16.226,0.625,-0.131,-0.325,-0.89,16.8,38.0,17.5,138709,2016-08-02 15:33:00:506
2.017,-9.055,-3.399,1.761,-1.515,0.356,15.9,37.9,19.9,138809,2016-08-02 15:33:00:606
2.017,-9.055,-3.399,1.761,-1.515,0.356,15.9,37.9,19.9,138911,2016-08-02 15:33:00:708
-0.87,-15.425,-4.438,-0.356,-0.943,-0.166,12.7,41.3,11.5,139009,2016-08-02 15:33:00:806
-0.87,-15.425,-4.438,-0.356,-0.943,-0.166,12.7,41.3,11.5,139110,2016-08-02 15:33:00:907
2.884,-11.093,-5.274,-0.356,-0.943,-0.166,9.8,44.5,3.1,139209,2016-08-02 15:33:01:006
2.884,-11.093,-5.274,-1.875,-0.633,1.071,9.8,44.5,3.1,139311,2016-08-02 15:33:01:108
5.325,-1.057,-0.224,-1.875,-0.633,1.071,11.3,42.5,6.0,139410,2016-08-02 15:33:01:207
5.325,-1.057,-0.224,-0.561,0.72,0.027,11.3,42.5,6.0,139509,2016-08-02 15:33:01:306
3.37,-4.356,-2.413,-0.561,0.72,0.027,14.8,38.0,16.3,139609,2016-08-02 15:33:01:406
3.37,-4.356,-2.413,-0.561,0.72,0.027,14.8,38.0,16.3,139710,2016-08-02 15:33:01:507
3.91,-9.765,2.889,1.448,0.322,-2.292,16.1,34.9,22.7,139810,2016-08-02 15:33:01:607
7.259,-7.643,-3.522,1.448,0.322,-2.292,16.1,34.9,22.7,139909,2016-08-02 15:33:01:706
7.259,-7.643,-3.522,0.317,0.62,-1.136,12.7,38.8,17.8,140011,2016-08-02 15:33:01:808
1.365,-13.467,0.317,0.317,0.62,-1.136,12.7,38.8,17.8,140109,2016-08-02 15:33:01:906
1.365,-13.467,0.317,-3.159,0.084,1.609,8.9,42.9,9.2,140209,2016-08-02 15:33:02:006
12.99,-13.346,-0.896,-3.159,0.084,1.609,8.9,42.9,9.2,140312,2016-08-02 15:33:02:109
12.99,-13.346,-0.896,-3.159,0.084,1.609,9.2,43.5,6.5,140410,2016-08-02 15:33:02:207
2.467,-1.411,0.729,-1.008,-0.03,0.75,9.2,43.5,6.5,140511,2016-08-02 15:33:02:308
0.606,-11.615,-6.354,-1.008,-0.03,0.75,13.0,39.8,12.2,140612,2016-08-02 15:33:02:409
0.606,-11.615,-6.354,-1.035,0.034,-0.232,13.0,39.8,12.2,140709,2016-08-02 15:33:02:506
2.25,-4.461,5.905,-1.035,0.034,-0.232,17.6,36.4,19.1,140811,2016-08-02 15:33:02:608
2.25,-4.461,5.905,1.874,-0.837,-0.53,17.6,36.4,19.1,140912,2016-08-02 15:33:02:709
2.771,-7.441,2.72,1.874,-0.837,-0.53,15.0,38.3,17.1,141011,2016-08-02 15:33:02:808
2.771,-7.441,2.72,1.874,-0.837,-0.53,15.0,38.3,17.1,141111,2016-08-02 15:33:02:908
1.711,-12.443,-1.511,0.841,-0.353,-0.237,11.4,41.9,9.9,141213,2016-08-02 15:33:03:010
1.711,-12.443,-1.511,0.841,-0.353,-0.237,11.4,41.9,9.9,141310,2016-08-02 15:33:03:107
5.257,-11.533,4.342,-1.102,-0.5,1.046,9.2,44.3,5.6,141409,2016-08-02 15:33:03:206
5.735,-1.459,0.314,-1.102,-0.5,1.046,9.2,44.3,5.6,141513,2016-08-02 15:33:03:310
5.735,-1.459,0.314,-1.102,-0.5,1.046,13.4,40.9,10.1,141610,2016-08-02 15:33:03:407
-7.573,-16.726,-5.997,2.136,0.608,-1.466,13.4,40.9,10.1,141711,2016-08-02 15:33:03:508
-7.573,-16.726,-5.997,2.136,0.608,-1.466,16.6,37.1,19.3,141812,2016-08-02 15:33:03:609
5.867,-7.912,4.958,1.936,-2.579,-0.953,16.6,37.1,19.3,141911,2016-08-02 15:33:03:708
5.867,-7.912,4.958,1.936,-2.579,-0.953,16.6,37.1,19.3,142010,2016-08-02 15:33:03:807
3.813,-8.182,-0.802,1.089,-1.79,-0.687,16.8,35.6,22.6,142114,2016-08-02 15:33:03:911
3.813,-8.182,-0.802,1.089,-1.79,-0.687,16.8,35.6,22.6,142211,2016-08-02 15:33:04:008
-3.59,-10.716,-2.229,1.089,-1.79,-0.687,13.4,39.9,16.0,142311,2016-08-02 15:33:04:108
0.47,-13.372,3.48,-0.505,-0.536,0.444,13.4,39.9,16.0,142412,2016-08-02 15:33:04:209
0.47,-13.372,3.48,-0.505,-0.536,0.444,10.9,43.5,6.4,142509,2016-08-02 15:33:04:306
-1.742,-4.398,1.463,-1.797,-1.537,0.849,10.9,43.5,6.4,142611,2016-08-02 15:33:04:408
-1.742,-4.398,1.463,-1.797,-1.537,0.849,12.9,43.3,4.7,142709,2016-08-02 15:33:04:506
-0.345,-19.609,-19.609,-1.797,-1.537,0.849,12.9,43.3,4.7,142810,2016-08-02 15:33:04:607
-0.345,-19.609,-19.609,-1.167,0.921,1.454,16.7,39.4,10.9,142911,2016-08-02 15:33:04:708
1.815,-1.999,5.051,-1.167,0.921,1.454,16.7,39.4,10.9,143014,2016-08-02 15:33:04:811
1.815,-1.999,5.051,1.234,-1.759,-0.133,19.6,37.0,16.5,143109,2016-08-02 15:33:04:906
1.966,-7.979,1.734,1.234,-1.759,-0.133,19.6,37.0,16.5,143211,2016-08-02 15:33:05:008
-0.632,-11.997,-2.521,1.079,-0.9,-0.917,16.0,39.5,13.9,143313,2016-08-02 15:33:05:110
-0.632,-11.997,-2.521,1.079,-0.9,-0.917,16.0,39.5,13.9,143410,2016-08-02 15:33:05:207
3.134,-15.014,2.669,1.079,-0.9,-0.917,11.9,43.5,5.5,143511,2016-08-02 15:33:05:308
3.134,-15.014,2.669,-1.714,0.559,1.455,11.9,43.5,5.5,143613,2016-08-02 15:33:05:410
-1.04,-6.545,1.571,-1.714,0.559,1.455,10.2,44.9,1.9,143710,2016-08-02 15:33:05:507
-1.04,-6.545,1.571,0.817,2.686,0.177,10.2,44.9,1.9,143810,2016-08-02 15:33:05:607
3.828,-17.729,-16.996,0.817,2.686,0.177,13.7,41.5,6.8,143914,2016-08-02 15:33:05:711
3.828,-17.729,-16.996,0.817,2.686,0.177,13.7,41.5,6.8,144011,2016-08-02 15:33:05:808
-0.296,-8.982,4.862,-0.786,-0.686,-1.243,17.3,37.7,16.2,144111,2016-08-02 15:33:05:908
1.778,-7.338,-0.994,-0.786,-0.686,-1.243,17.3,37.7,16.2,144210,2016-08-02 15:33:06:007
1.778,-7.338,-0.994,1.74,-0.604,0.486,16.7,37.2,18.2,144310,2016-08-02 15:33:06:107
-1.502,-11.299,1.425,1.74,-0.604,0.486,16.7,37.2,18.2,144411,2016-08-02 15:33:06:208
-1.502,-11.299,1.425,-0.689,-0.375,0.21,13.5,40.3,11.9,144511,2016-08-02 15:33:06:308
2.472,-13.315,-0.19,-0.689,-0.375,0.21,13.5,40.3,11.9,144610,2016-08-02 15:33:06:407
2.472,-13.315,-0.19,-0.689,-0.375,0.21,10.1,43.9,4.9,144710,2016-08-02 15:33:06:507
-1.262,-6.166,2.194,-2.081,-2.048,1.01,10.1,43.9,4.9,144809,2016-08-02 15:33:06:606
-1.262,-6.166,2.194,-2.081,-2.048,1.01,12.2,42.1,7.0,144911,2016-08-02 15:33:06:708
2.032,-12.043,-7.858,-1.402,0.761,1.179,12.2,42.1,7.0,145011,2016-08-02 15:33:06:808
2.312,-12.794,-1.086,-1.402,0.761,1.179,15.8,38.5,15.1,145110,2016-08-02 15:33:06:907
2.312,-12.794,-1.086,-1.402,0.761,1.179,15.8,38.5,15.1,145211,2016-08-02 15:33:07:008
-4.31,-8.812,-7.98,0.777,0.091,-1.883,18.0,36.4,19.7,145310,2016-08-02 15:33:07:107
-4.31,-8.812,-7.98,0.777,0.091,-1.883,18.0,36.4,19.7,145409,2016-08-02 15:33:07:206
-0.081,-9.99,3.794,-0.06,0.965,-1.247,14.8,39.7,14.6,145511,2016-08-02 15:33:07:308
-0.081,-9.99,3.794,-0.06,0.965,-1.247,14.8,39.7,14.6,145610,2016-08-02 15:33:07:407
-0.66,-13.036,-5.602,-0.06,0.965,-1.247,10.6,43.6,6.5,145710,2016-08-02 15:33:07:507
-0.66,-13.036,-5.602,-2.875,-0.456,1.586,10.6,43.6,6.5,145811,2016-08-02 15:33:07:608
-1.775,-7.773,2.128,-2.875,-0.456,1.586,10.4,43.7,5.0,145911,2016-08-02 15:33:07:708
-1.775,-7.773,2.128,-0.136,1.914,0.717,10.4,43.7,5.0,146009,2016-08-02 15:33:07:806
0.47,-7.925,-4.195,-0.136,1.914,0.717,13.6,39.8,13.0,146111,2016-08-02 15:33:07:908
5.922,-15.88,1.083,0.194,2.448,-1.418,13.6,39.8,13.0,146210,2016-08-02 15:33:08:007
5.922,-15.88,1.083,0.194,2.448,-1.418,17.1,35.3,22.3,146309,2016-08-02 15:33:08:106
-5.283,-14.502,-2.07,0.194,2.448,-1.418,17.1,35.3,22.3,146409,2016-08-02 15:33:08:206
-5.283,-14.502,-2.07,0.702,-1.932,-0.005,14.8,37.0,21.0,146509,2016-08-02 15:33:08:306
2.498,-8.508,1.663,0.702,-1.932,-0.005,14.8,37.0,21.0,146609,2016-08-02 15:33:08:406
2.498,-8.508,1.663,-0.196,0.411,-0.072,11.4,40.9,12.7,146711,2016-08-02 15:33:08:508
0.229,-14.722,-5.347,-0.196,0.411,-0.072,11.4,40.9,12.7,146810,2016-08-02 15:33:08:607
0.229,-14.722,-5.347,-0.196,0.411,-0.072,11.4,40.9,12.7,146910,2016-08-02 15:33:08:707
2.785,-8.532,6.176,-0.79,-1.482,1.142,8.0,44.5,5.1,147011,2016-08-02 15:33:08:808
1.163,-1.938,0.563,-0.79,-1.482,1.142,8.0,44.5,5.1,147111,2016-08-02 15:33:08:908
1.163,-1.938,0.563,1.905,0.816,-0.433,11.2,42.1,7.9,147209,2016-08-02 15:33:09:006
10.807,-19.604,-1.167,1.905,0.816,-0.433,11.2,42.1,7.9,147309,2016-08-02 15:33:09:106
10.807,-19.604,-1.167,1.749,-2.713,-1.327,15.1,38.8,15.1,147411,2016-08-02 15:33:09:208
-4.168,-11.781,-6.571,1.749,-2.713,-1.327,15.1,38.8,15.1,147509,2016-08-02 15:33:09:306
-4.168,-11.781,-6.571,1.749,-2.713,-1.327,14.7,38.1,18.6,147611,2016-08-02 15:33:09:408
1.236,-9.966,0.715,0.188,-0.453,-0.986,14.7,38.1,18.6,147711,2016-08-02 15:33:09:508
1.236,-9.966,0.715,0.188,-0.453,-0.986,11.5,40.9,12.8,147809,2016-08-02 15:33:09:606
0.037,-14.158,-6.32,-3.125,-0.173,1.786,11.5,40.9,12.8,147911,2016-08-02 15:33:09:708
0.49,-9.053,1.404,-3.125,-0.173,1.786,8.5,44.5,5.9,148009,2016-08-02 15:33:09:806
0.49,-9.053,1.404,-3.125,-0.173,1.786,8.5,44.5,5.9,148111,2016-08-02 15:33:09:908
3.006,-1.499,-0.277,-0.953,1.282,1.063,12.0,42.5,7.1,148210,2016-08-02 15:33:10:007
3.006,-1.499,-0.277,-0.953,1.282,1.063,12.0,42.5,7.1,148311,2016-08-02 15:33:10:108
13.232,-16.005,-3.892,-0.334,1.296,-1.357,15.3,39.4,15.2,148411,2016-08-02 15:33:10:208
13.232,-16.005,-3.892,-0.334,1.296,-1.357,15.3,39.4,15.2,148510,2016-08-02 15:33:10:307
-2.644,-10.685,-3.09,1.39,0.896,0.644,16.9,37.1,20.3,148610,2016-08-02 15:33:10:407
-2.644,-10.685,-3.09,1.39,0.896,0.644,16.9,37.1,20.3,148711,2016-08-02 15:33:10:508
1.167,-10.676,-2.456,1.39,0.896,0.644,13.1,40.5,16.8,148811,2016-08-02 15:33:10:608
-2.236,-15.702,1.157,0.98,-0.423,-0.3,13.1,40.5,16.8,148910,2016-08-02 15:33:10:707
-2.236,-15.702,1.157,0.98,-0.423,-0.3,9.9,43.7,9.8,149010,2016-08-02 15:33:10:807
3.461,-10.44,-3.935,-0.888,0.583,1.108,9.9,43.7,9.8,149111,2016-08-02 15:33:10:908
3.461,-10.44,-3.935,-0.888,0.583,1.108,10.4,44.2,7.9,149211,2016-08-02 15:33:11:008
3.681,-1.244,0.625,-0.888,0.583,1.108,10.4,44.2,7.9,149310,2016-08-02 15:33:11:107
3.681,-1.244,0.625,2.115,1.998,-0.016,13.6,40.4,14.3,149411,2016-08-02 15:33:11:208
7.455,-2.351,-0.803,2.115,1.998,-0.016,13.6,40.4,14.3,149511,2016-08-02 15:33:11:308
7.455,-2.351,-0.803,0.69,-2.585,-0.468,16.7,37.3,21.3,149609,2016-08-02 15:33:11:406
3.991,-8.384,2.719,0.69,-2.585,-0.468,16.7,37.3,21.3,149711,2016-08-02 15:33:11:508
5.878,-8.094,-7.413,1.763,-2.432,0.224,15.7,37.9,21.1,149810,2016-08-02 15:33:11:607
5.878,-8.094,-7.413,1.763,-2.432,0.224,15.7,37.9,21.1,149909,2016-08-02 15:33:11:706
3.537,-12.096,1.066,1.763,-2.432,0.224,12.9,41.6,13.3,150011,2016-08-02 15:33:11:808
3.537,-12.096,1.066,-1.352,0.22,0.374,12.9,41.6,13.3,150108,2016-08-02 15:33:11:905
9.076,-13.289,-2.977,-1.352,0.22,0.374,10.1,44.5,7.3,150210,2016-08-02 15:33:12:007
9.076,-13.289,-2.977,-1.549,-0.956,1.259,10.1,44.5,7.3,150312,2016-08-02 15:33:12:109
4.419,-1.945,1.259,-1.549,-0.956,1.259,13.2,41.9,9.1,150410,2016-08-02 15:33:12:207
4.419,-1.945,1.259,-1.549,-0.956,1.259,13.2,41.9,9.1,150510,2016-08-02 15:33:12:307
2.412,-4.97,-1.75,-1.383,1.399,1.272,16.7,37.1,17.5,150611,2016-08-02 15:33:12:408
4.802,-5.864,3.801,-1.383,1.399,1.272,16.7,37.1,17.5,150709,2016-08-02 15:33:12:506
4.802,-5.864,3.801,0.254,-0.446,-3.172,17.8,35.0,21.2,150811,2016-08-02 15:33:12:608
6.191,-8.815,-1.432,0.254,-0.446,-3.172,17.8,35.0,21.2,150911,2016-08-02 15:33:12:708
6.191,-8.815,-1.432,0.828,-1.043,-0.919,13.7,38.6,16.4,151010,2016-08-02 15:33:12:807
0.49,-11.623,0.394,0.828,-1.043,-0.919,13.7,38.6,16.4,151110,2016-08-02 15:33:12:907
0.49,-11.623,0.394,0.828,-1.043,-0.919,9.8,42.8,7.3,151210,2016-08-02 15:33:13:007
7.83,-13.982,2.243,-2.591,0.037,1.877,9.8,42.8,7.3,151311,2016-08-02 15:33:13:108
7.83,-13.982,2.243,-2.591,0.037,1.877,10.2,44.1,5.1,151410,2016-08-02 15:33:13:207
2.459,-4.498,1.014,-0.346,1.336,0.605,10.2,44.1,5.1,151510,2016-08-02 15:33:13:307
-13.873,-19.609,-15.028,-0.346,1.336,0.605,13.8,40.1,11.6,151610,2016-08-02 15:33:13:407
-13.873,-19.609,-15.028,-0.346,1.336,0.605,13.8,40.1,11.6,151711,2016-08-02 15:33:13:508
0.396,-5.092,4.77,0.187,1.504,-1.655,17.8,36.6,19.1,151809,2016-08-02 15:33:13:606
0.396,-5.092,4.77,0.187,1.504,-1.655,17.8,36.6,19.1,151911,2016-08-02 15:33:13:708
2.656,-7.478,2.914,1.069,2.63,0.758,15.8,36.9,19.6,152010,2016-08-02 15:33:13:807
2.656,-7.478,2.914,1.069,2.63,0.758,15.8,36.9,19.6,152109,2016-08-02 15:33:13:906
-1.212,-10.718,1.983,0.234,0.134,0.084,12.4,40.5,13.1,152210,2016-08-02 15:33:14:007
-1.212,-10.718,1.983,0.234,0.134,0.084,12.4,40.5,13.1,152311,2016-08-02 15:33:14:108
0.737,-12.602,2.048,0.234,0.134,0.084,12.4,40.5,13.1,152409,2016-08-02 15:33:14:206
-1.758,-6.834,2.078,-0.158,0.349,1.686,9.5,43.6,6.6,152511,2016-08-02 15:33:14:308
-1.758,-6.834,2.078,-0.158,0.349,1.686,9.5,43.6,6.6,152611,2016-08-02 15:33:14:408
1.685,-15.025,-11.697,2.883,1.259,-0.951,12.2,41.9,8.2,152709,2016-08-02 15:33:14:506
1.685,-15.025,-11.697,2.883,1.259,-0.951,12.2,41.9,8.2,152811,2016-08-02 15:33:14:608
-0.558,-5.864,4.345,2.883,1.259,-0.951,15.7,37.7,16.0,152909,2016-08-02 15:33:14:706
-0.558,-5.864,4.345,1.945,-2.24,-1.065,15.7,37.7,16.0,153011,2016-08-02 15:33:14:808
0.608,-7.01,0.884,1.945,-2.24,-1.065,17.6,35.7,19.6,153110,2016-08-02 15:33:14:907
0.608,-7.01,0.884,1.486,-0.737,-1.04,17.6,35.7,19.6,153209,2016-08-02 15:33:15:006
-2.049,-11.632,2.752,1.486,-0.737,-1.04,14.5,39.4,14.1,153311,2016-08-02 15:33:15:108
-0.333,-13.814,1.055,-3.12,0.7,1.326,14.5,39.4,14.1,153409,2016-08-02 15:33:15:206
-0.333,-13.814,1.055,-3.12,0.7,1.326,10.6,43.3,5.3,153509,2016-08-02 15:33:15:306
-2.137,-8.584,1.018,-3.12,0.7,1.326,10.6,43.3,5.3,153610,2016-08-02 15:33:15:407
-2.137,-8.584,1.018,-0.942,1.623,1.235,10.4,43.5,5.3,153710,2016-08-02 15:33:15:507
0.068,-18.006,-18.186,-0.942,1.623,1.235,10.4,43.5,5.3,153809,2016-08-02 15:33:15:606
0.068,-18.006,-18.186,-0.389,0.762,-0.316,13.3,39.3,14.9,153909,2016-08-02 15:33:15:706
0.037,-7.2,5.636,-0.389,0.762,-0.316,13.3,39.3,14.9,154009,2016-08-02 15:33:15:806
0.037,-7.2,5.636,-0.389,0.762,-0.316,16.3,35.2,23.7,154110,2016-08-02 15:33:15:907
0.478,-7.147,-0.918,1.607,-0.421,-0.111,16.3,35.2,23.7,154211,2016-08-02 15:33:16:008
0.411,-9.661,2.136,1.607,-0.421,-0.111,14.2,37.6,20.3,154309,2016-08-02 15:33:16:106
0.411,-9.661,2.136,0.568,-0.43,-0.317,14.2,37.6,20.3,154411,2016-08-02 15:33:16:208
0.02,-11.867,-2.507,0.568,-0.43,-0.317,10.8,41.3,11.9,154511,2016-08-02 15:33:16:308
0.02,-11.867,-2.507,-0.247,1.741,1.386,10.8,41.3,11.9,154609,2016-08-02 15:33:16:406
-0.299,-7.825,2.328,-0.247,1.741,1.386,9.1,44.5,6.5,154711,2016-08-02 15:33:16:508
-0.299,-7.825,2.328,-0.247,1.741,1.386,9.1,44.5,6.5,154811,2016-08-02 15:33:16:608
0.885,-5.438,-1.202,1.898,2.04,-0.467,12.1,40.5,13.0,154909,2016-08-02 15:33:16:706
0.885,-5.438,-1.202,1.898,2.04,-0.467,12.1,40.5,13.0,155009,2016-08-02 15:33:16:806
10.658,-12.535,1.671,0.645,-2.161,-1.283,15.1,36.9,22.1,155110,2016-08-02 15:33:16:907
-5.653,-10.297,-4.384,0.645,-2.161,-1.283,15.1,36.9,22.1,155209,2016-08-02 15:33:17:006
-5.653,-10.297,-4.384,0.645,-2.161,-1.283,13.0,37.3,23.8,155310,2016-08-02 15:33:17:107
0.92,-9.887,-0.111,1.355,-2.055,0.064,13.0,37.3,23.8,155411,2016-08-02 15:33:17:208
0.92,-9.887,-0.111,1.355,-2.055,0.064,10.4,42.7,16.0,155509,2016-08-02 15:33:17:306
-1.884,-12.868,-2.562,-0.969,-0.376,0.341,10.4,42.7,16.0,155609,2016-08-02 15:33:17:406
-1.884,-12.868,-2.562,-0.969,-0.376,0.341,8.2,46.7,8.5,155709,2016-08-02 15:33:17:506
1.426,-10.599,-1.587,-1.918,-0.638,0.92,8.2,46.7,8.5,155809,2016-08-02 15:33:17:606
1.426,-10.599,-1.587,-1.918,-0.638,0.92,12.4,43.4,10.6,155910,2016-08-02 15:33:17:707
2.187,-1.161,0.398,-1.918,-0.638,0.92,12.4,43.4,10.6,156011,2016-08-02 15:33:17:808
5.816,-1.492,-0.215,-1.589,0.99,1.462,16.0,37.9,18.8,156109,2016-08-02 15:33:17:906
5.816,-1.492,-0.215,-1.589,0.99,1.462,16.0,37.9,18.8,156210,2016-08-02 15:33:18:007
1.51,-18.466,4.712,0.506,0.287,-1.641,17.4,34.9,23.7,156309,2016-08-02 15:33:18:106
1.51,-18.466,4.712,0.506,0.287,-1.641,17.4,34.9,23.7,156409,2016-08-02 15:33:18:206
0.57,-10.451,-6.373,0.506,0.287,-1.641,13.6,38.6,20.3,156509,2016-08-02 15:33:18:306
0.57,-10.451,-6.373,0.769,0.586,-1.101,13.6,38.6,20.3,156611,2016-08-02 15:33:18:408
-0.595,-15.109,-2.779,0.769,0.586,-1.101,13.6,38.6,20.3,156709,2016-08-02 15:33:18:506
-0.595,-15.109,-2.779,-2.738,-0.113,1.169,9.9,43.1,12.5,156810,2016-08-02 15:33:18:607
5.772,-10.561,-4.049,-2.738,-0.113,1.169,9.9,43.1,12.5,156911,2016-08-02 15:33:18:708
3.284,-0.553,0.718,-0.272,1.321,0.405,9.7,43.7,10.0,157009,2016-08-02 15:33:18:806
3.284,-0.553,0.718,-0.272,1.321,0.405,9.7,43.7,10.0,157109,2016-08-02 15:33:18:906
8.049,-0.752,-2.859,-0.272,1.321,0.405,13.1,39.4,15.1,157210,2016-08-02 15:33:19:007
8.049,-0.752,-2.859,0.216,1.968,-1.772,13.1,39.4,15.1,157309,2016-08-02 15:33:19:106
4.114,-9.158,1.903,0.216,1.968,-1.772,16.0,35.5,22.2,157409,2016-08-02 15:33:19:206
4.114,-9.158,1.903,1.557,1.294,0.457,16.0,35.5,22.2,157509,2016-08-02 15:33:19:306
4.202,-8.531,1.294,1.557,1.294,0.457,14.4,36.3,22.3,157609,2016-08-02 15:33:19:406
4.202,-8.531,1.294,1.557,1.294,0.457,14.4,36.3,22.3,157710,2016-08-02 15:33:19:507
0.597,-11.653,0.919,0.155,-0.101,-0.107,11.9,40.4,15.3,157811,2016-08-02 15:33:19:608
7.974,-14.384,1.92,0.155,-0.101,-0.107,11.9,40.4,15.3,157910,2016-08-02 15:33:19:707
7.974,-14.384,1.92,-0.066,0.547,1.28,10.2,44.3,7.0,158010,2016-08-02 15:33:19:807
2.144,-3.643,0.722,-0.066,0.547,1.28,10.2,44.3,7.0,158110,2016-08-02 15:33:19:907
2.144,-3.643,0.722,2.223,1.519,-0.666,12.4,43.0,7.7,158209,2016-08-02 15:33:20:006
-9.496,-19.609,-15.896,2.223,1.519,-0.666,12.4,43.0,7.7,158310,2016-08-02 15:33:20:107
-9.496,-19.609,-15.896,2.223,1.519,-0.666,15.7,39.7,14.3,158409,2016-08-02 15:33:20:206
4.157,-3.491,4.416,1.297,-0.755,-0.109,15.7,39.7,14.3,158510,2016-08-02 15:33:20:307
4.157,-3.491,4.416,1.297,-0.755,-0.109,17.9,37.1,18.0,158612,2016-08-02 15:33:20:409
2.151,-8.715,0.599,1.216,-2.51,-0.406,17.9,37.1,18.0,158710,2016-08-02 15:33:20:507
-1.445,-10.488,-2.928,1.216,-2.51,-0.406,14.8,39.7,14.7,158810,2016-08-02 15:33:20:607
-1.445,-10.488,-2.928,1.216,-2.51,-0.406,14.8,39.7,14.7,158909,2016-08-02 15:33:20:706
4.11,-12.432,0.393,-0.451,-0.244,0.863,12.7,42.2,7.9,159009,2016-08-02 15:33:20:806
4.11,-12.432,0.393,-0.451,-0.244,0.863,12.7,42.2,7.9,159109,2016-08-02 15:33:20:906
0.256,-5.863,0.085,-0.52,-1.229,1.217,12.4,43.1,4.5,159209,2016-08-02 15:33:21:006
0.256,-5.863,0.085,-0.52,-1.229,1.217,12.4,43.1,4.5,159311,2016-08-02 15:33:21:108
1.947,-14.389,-6.116,-0.687,0.58,1.232,16.9,39.6,8.3,159410,2016-08-02 15:33:21:207
1.947,-14.389,-6.116,-0.687,0.58,1.232,16.9,39.6,8.3,159511,2016-08-02 15:33:21:308
4.524,-14.557,-2.585,-0.687,0.58,1.232,20.5,36.8,12.5,159611,2016-08-02 15:33:21:408
4.524,-14.557,-2.585,1.135,-1.837,-1.896,20.5,36.8,12.5,159708,2016-08-02 15:33:21:505
-5.499,-12.347,-2.476,1.135,-1.837,-1.896,20.2,37.0,9.8,159811,2016-08-02 15:33:21:608
0.596,-10.288,1.844,0.271,0.018,-0.986,20.2,37.0,9.8,159909,2016-08-02 15:33:21:706
0.596,-10.288,1.844,0.271,0.018,-0.986,16.4,38.5,-0.7,160010,2016-08-02 15:33:21:807
2.457,-13.702,-3.609,0.271,0.018,-0.986,16.4,38.5,-0.7,160109,2016-08-02 15:33:21:906
2.457,-13.702,-3.609,-2.494,-0.586,1.047,11.5,39.5,-12.2,160210,2016-08-02 15:33:22:007
5.868,-10.515,-1.025,-2.494,-0.586,1.047,11.5,39.5,-12.2,160310,2016-08-02 15:33:22:107
5.868,-10.515,-1.025,-1.111,-0.717,0.575,10.6,39.7,-14.0,160409,2016-08-02 15:33:22:206
2.935,-2.201,-0.11,-1.111,-0.717,0.575,10.6,39.7,-14.0,160511,2016-08-02 15:33:22:308
5.289,-3.701,0.026,-1.365,-0.082,0.399,13.0,40.2,-9.2,160612,2016-08-02 15:33:22:409
5.289,-3.701,0.026,-1.365,-0.082,0.399,13.0,40.2,-9.2,160709,2016-08-02 15:33:22:506
3.914,-7.145,2.413,-1.365,-0.082,0.399,14.8,40.6,-6.7,160810,2016-08-02 15:33:22:607
3.914,-7.145,2.413,0.898,-1.175,-2.008,14.8,40.6,-6.7,160912,2016-08-02 15:33:22:709
1.791,-10.054,-0.433,0.898,-1.175,-2.008,10.6,40.2,-11.7,161011,2016-08-02 15:33:22:808
1.791,-10.054,-0.433,0.596,-1.286,-0.805,10.6,40.2,-11.7,161109,2016-08-02 15:33:22:906
1.789,-10.734,0.531,0.596,-1.286,-0.805,3.2,38.4,-20.0,161211,2016-08-02 15:33:23:008
1.789,-10.734,0.531,0.596,-1.286,-0.805,3.2,38.4,-20.0,161310,2016-08-02 15:33:23:107
8.201,-14.634,1.877,-2.621,-1.169,1.324,-3.1,38.1,-23.8,161409,2016-08-02 15:33:23:206
8.201,-14.634,1.877,-2.621,-1.169,1.324,-3.1,38.1,-23.8,161512,2016-08-02 15:33:23:309
2.596,-3.14,0.551,0.26,2.401,0.177,-3.6,40.9,-18.3,161612,2016-08-02 15:33:23:409
-8.032,-19.609,-11.934,0.26,2.401,0.177,-3.6,40.9,-18.3,161710,2016-08-02 15:33:23:507
-8.032,-19.609,-11.934,-1.379,1.377,-0.61,-3.6,40.9,-18.3,161813,2016-08-02 15:33:23:610
